crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
1061619,,,,,Unknown,Unknown,?,0922,17,4318,S WASHTENAW AVE,CHICAGO IL 60632,2013-04-19 00:00:00,2013-04-20,2013-07-16,1298,unknown
1061623,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-04-20 00:00:00,2013-04-20,2013-06-10,744,unknown
1061624,,,,,Unknown,Unknown,?,1821,17,424,W DIVISION ST,CHICAGO IL,2013-04-19 13:30:00,2013-04-20,,1156,open-investigation
1061627,,,,,Unknown,Unknown,?,0631,17,8108,S ELLIS AVE,CHICAGO IL,2013-04-20 14:45:00,2013-04-20,2013-06-25,697,unknown
1061635,,,,,Unknown,Unknown,?,1221,03,2005,W CHICAGO AVE,CHICAGO IL 60612,2013-04-21 00:00:00,2013-04-21,2013-05-30,106,unknown
1061651,,,,,Unknown,Unknown,?,0323,03,1140,E 75TH ST,CHICAGO IL,2013-04-22 12:30:00,2013-04-22,2013-07-12,1260,unknown
1061656,,,,,Unknown,Unknown,?,0834,19,,,,2013-04-22 11:15:00,2013-04-22,2013-05-22,356,unknown
1061657,,,,,Unknown,Unknown,?,2223,17,8700,S HALSTED ST,CHICAGO IL,2013-04-22 08:00:00,2013-04-22,2013-07-08,779,unknown
1061659,,,,,Unknown,Unknown,?,0532,17,11500,S MICHIGAN AVE,CHICAGO IL 60628,2013-04-22 12:45:00,2013-04-22,2013-07-16,1298,unknown
1061664,,,,,Unknown,Unknown,?,0624,17,7900,S ELLIS AVE,CHICAGO IL 60619,2013-04-22 19:30:00,2013-04-22,,1216,open-investigation
1061666,,,,,Unknown,Unknown,?,0733,19,,,,2013-04-22 20:42:00,2013-04-22,2013-06-18,472,unknown
1061669,,,,,Unknown,Unknown,?,1014,17,3651,W 16TH ST,CHICAGO IL 60623,2013-04-22 09:00:00,2013-04-22,2013-07-05,572,unknown
1061672,,,,,Unknown,Unknown,?,1524,17,600,N LARAMIE AVE,CHICAGO IL 60644,2013-04-20 20:00:00,2013-04-23,2013-07-26,409,unknown
1061676,,,,,Unknown,Unknown,?,1821,17,1255,N SANDBURG TER,CHICAGO IL 60610,2013-04-22 00:00:00,2013-04-23,2013-05-17,106,unknown
1061679,,,,,Unknown,Unknown,?,3100,11,,W CTA 95TH ST LN,BLUE ISLAND IL 60406,2013-04-23 00:00:00,2013-04-23,2013-07-12,1298,unknown
1061680,,,,,Unknown,Unknown,?,0421,19,,,,2013-04-17 00:00:00,2013-04-23,2013-12-11,798,unknown
1061692,,,,,Unknown,Unknown,?,1113,17,4400,W WEST END AVE,CHICAGO IL,2013-04-21 18:30:00,2013-04-23,2013-05-31,24,unknown
1061699,,,,,Unknown,Unknown,?,1432,17,1900,W WEBSTER AVE,CHICAGO IL 60614,2013-04-23 08:30:00,2013-04-24,2013-06-10,607,unknown
1061713,,,,,Unknown,Unknown,?,0323,17,7100,S STATE ST,CHICAGO IL,2013-04-24 20:15:00,2013-04-24,2013-07-12,1298,unknown
1061714,,,,,Unknown,Unknown,?,2531,17,1202,N WALLER AVE,CHICAGO IL,2013-04-24 15:00:00,2013-04-24,2013-07-12,1298,unknown
1061718,,,,,Unknown,Unknown,?,0411,17,7600,S STONY ISLAND AVE,CHICAGO IL 60619,2013-04-25 10:00:00,2013-04-25,2014-02-18,702,unknown
1061723,,,,,Unknown,Unknown,?,0131,17,1718,S STATE ST,CHICAGO IL 60616,2013-04-25 04:30:00,2013-04-25,2013-05-24,702,unknown
1061738,,,,,Unknown,Unknown,?,0122,14,225,W WACKER DR,CHICAGO IL 60606,2013-04-23 00:00:00,2013-04-25,2013-07-12,447,unknown
1061739,,,,,Unknown,Unknown,?,1513,04,5701,W MADISON ST,CHICAGO IL 60644,2013-04-25 00:00:00,2013-04-25,,567,open-investigation
1061740,,,,,Unknown,Unknown,?,1513,04,5701,W MADISON ST,CHICAGO IL 60644,2013-04-25 00:00:00,2013-04-25,2013-08-13,1118,unknown
1061748,,,,,Unknown,Unknown,?,0925,17,342,W 42ND ST,CHICAGO IL,2013-04-24 16:00:00,2013-04-25,2013-05-22,702,unknown
1061753,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL,2013-04-25 19:20:00,2013-04-25,2014-11-10,1336,unknown
1061755,,,,,Unknown,Unknown,?,0233,17,5200,S COTTAGE GROVE AVE,CHICAGO IL,2013-04-25 19:30:00,2013-04-25,2013-07-01,8,unknown
1061756,,,,,Unknown,Unknown,?,,XX,,,CHICAGO IL,2013-04-25 00:00:00,2013-04-25,2013-06-05,833,unknown
1061758,,,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL 60653,2013-04-26 08:30:00,2013-04-26,2014-05-08,1052,unknown
1061759,,,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL,2013-04-26 08:30:00,2013-04-26,2013-07-26,689,unknown
1061763,,,,,Unknown,Unknown,?,1022,17,1600,S KEDZIE AVE,CHICAGO IL 60623,2013-03-25 10:00:00,2013-04-26,2013-08-13,642,unknown
1061766,,,,,Unknown,Unknown,?,0823,04,3420,W 63RD ST,CHICAGO IL 60629,2013-04-08 09:00:00,2013-04-26,2014-05-02,1091,unknown
1061769,,,,,Unknown,Unknown,?,0925,17,4200,S PRINCETON AVE,CHICAGO IL 60609,2013-04-26 11:00:00,2013-04-26,2013-06-25,932,unknown
1061770,,,,,Unknown,Unknown,?,1225,04,2111,W LEXINGTON ST,CHICAGO IL 60612,2013-04-26 08:30:00,2013-04-26,2014-05-29,356,unknown
1061773,,,,,Unknown,Unknown,?,1211,17,1100,N CALIFORNIA AVE,CHICAGO IL 60622,2013-04-26 12:55:00,2013-04-30,2013-06-12,556,unknown
1061784,,,,,Unknown,Unknown,?,1233,04,1412,S BLUE ISLAND AVE,CHICAGO IL 60608,2013-04-26 17:10:00,2013-04-26,2014-09-23,231,unknown
1061785,,,,,Unknown,Unknown,?,1233,04,1412,S BLUE ISLAND AVE,CHICAGO IL 60608,2013-04-26 17:17:00,2013-04-26,,754,open-investigation
1061786,,,,,Unknown,Unknown,?,1233,04,1412,S BLUE ISLAND AVE,CHICAGO IL 60608,2013-04-26 17:21:00,2013-04-26,2015-01-07,754,unknown
1061787,,,,,Unknown,Unknown,?,1233,04,1412,S BLUE ISLAND AVE,CHICAGO IL 60608,2013-04-26 17:25:00,2013-04-26,,419,open-investigation
1061789,,,,,Unknown,Unknown,?,0233,17,5400,S ELLIS AVE,CHICAGO IL,2013-04-26 15:30:00,2013-04-26,2013-07-12,1298,unknown
1061790,,,,,Unknown,Unknown,?,0424,17,8800,S HOUSTON AVE,CHICAGO IL,2013-04-24 14:00:00,2013-04-26,2013-05-13,702,unknown
1061792,,,,,Unknown,Unknown,?,1231,16,1200,W EISENHOWER EXPY IB,CHICAGO IL,2013-04-26 19:40:00,2013-04-26,2013-07-29,1310,unknown
1061798,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL,2013-04-26 21:50:00,2013-04-26,2014-04-30,509,unknown
1061805,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-04-27 07:00:00,2013-04-27,2014-10-28,1050,unknown
1061806,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-04-27 07:00:00,2013-04-27,,945,open-investigation
1061807,,,,,Unknown,Unknown,?,1532,17,5100,W FULTON ST,CHICAGO IL,2013-04-26 22:30:00,2013-04-27,2013-07-16,1298,unknown
1061810,,,,,Unknown,Unknown,?,1934,17,3100,N BROADWAY,CHICAGO IL,2013-04-27 16:45:00,2013-04-27,2013-07-30,1326,unknown
1061823,,,,,Unknown,Unknown,?,1511,17,801,N MAYFIELD AVE,CHICAGO IL,2013-04-27 22:00:00,2013-04-28,,489,open-investigation
1061831,,,,,Unknown,Unknown,?,1225,19,,,,2013-04-29 06:30:00,2013-04-29,2013-06-25,818,unknown
1061836,,,,,Unknown,Unknown,?,0413,17,9342,S KIMBARK AVE,CHICAGO IL 60619,2013-04-28 13:30:00,2013-04-29,2013-10-17,435,unknown
1061838,,,,,Unknown,Unknown,?,1012,17,1866,S KARLOV AVE,CHICAGO IL,2013-04-29 11:15:00,2013-04-29,2013-07-12,1260,unknown
1061843,,,,,Unknown,Unknown,?,0432,17,10800,S AVENUE N,CHICAGO IL 60617,2013-04-29 01:30:00,2013-04-29,2014-01-23,1185,unknown
1061855,,,,,Unknown,Unknown,?,0331,19,,,,2013-04-29 16:05:00,2013-04-29,2013-07-26,378,unknown
1061856,,,,,Unknown,Unknown,?,1131,17,732,S KENNETH AVE,CHICAGO IL,2013-04-29 19:30:00,2013-04-29,2013-06-28,1298,unknown
1061858,,,,,Unknown,Unknown,?,0512,19,,,,2013-04-29 19:20:00,2013-04-29,2013-12-09,619,unknown
1061860,,,,,Unknown,Unknown,?,1624,17,4800,W CULLOM AVE,CHICAGO IL,2013-04-29 21:40:00,2013-04-29,2013-10-17,378,unknown
1061862,,,,,Unknown,Unknown,?,0422,17,8131,S BURNHAM AVE,CHICAGO IL,2013-04-29 21:45:00,2013-04-29,2013-07-12,1260,unknown
1061869,,,,,Unknown,Unknown,?,0324,19,,,,2013-04-30 10:50:00,2013-04-30,2013-05-21,702,unknown
1061872,,,,,Unknown,Unknown,?,1531,17,4950,W AUGUSTA BLVD,CHICAGO IL,2013-04-28 11:00:00,2013-04-30,2013-07-12,1298,unknown
1061874,,,,,Unknown,Unknown,?,0631,17,8100,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60619,2013-04-30 15:15:00,2013-04-30,2013-06-25,1499,unknown
1061876,,,,,Unknown,Unknown,?,1234,19,,,,2013-04-04 17:00:00,2013-04-30,2013-06-05,83,unknown
1061878,,,,,Unknown,Unknown,?,1533,17,,N LECLAIRE AVE,CHICAGO IL,2013-04-04 20:30:00,2013-04-30,2013-07-12,1260,unknown
1061882,,,,,Unknown,Unknown,?,1134,17,3300,W VAN BUREN ST,CHICAGO IL,2013-04-30 20:25:00,2013-04-30,,24,open-investigation
1061887,,,,,Unknown,Unknown,?,0215,19,,,,2013-04-30 16:00:00,2013-05-01,2013-05-15,702,unknown
1061892,,,,,Unknown,Unknown,?,1133,17,3400,W POLK ST,CHICAGO IL 60624,2013-05-01 10:00:00,2013-05-01,2013-07-12,1298,unknown
1061893,,,,,Unknown,Unknown,?,0414,17,7500,S CONSTANCE AVE,CHICAGO IL,2013-05-01 01:20:00,2013-05-01,2014-02-18,702,unknown
1061895,,,,,Unknown,Unknown,?,0915,17,3809,S WELLS ST,CHICAGO IL,2013-04-26 11:30:00,2013-05-01,2013-10-09,583,unknown
1061896,,,,,Unknown,Unknown,?,1622,19,,,,2013-04-01 20:35:00,2013-05-01,2013-05-15,702,unknown
1061899,,,,,Unknown,Unknown,?,1024,08,3315,W OGDEN AVE,CHICAGO IL 60623,2013-04-24 17:30:00,2013-05-01,2014-10-23,760,unknown
1061904,,,,,Unknown,Unknown,?,0322,17,,E MARQUETTE RD,CHICAGO IL,2013-04-29 15:47:00,2013-05-01,2013-11-13,,unknown
1061910,,,,,Unknown,Unknown,?,0312,17,6300,S STATE ST,CHICAGO IL,2013-04-30 22:57:00,2013-05-01,2013-06-28,1266,unknown
1061913,,,,,Unknown,Unknown,?,0111,03,320,N MICHIGAN AVE,CHICAGO IL 60601,2013-05-01 16:30:00,2013-05-01,2013-05-22,9,unknown
1061914,,,,,Unknown,Unknown,?,0912,17,3500,S HERMITAGE AVE,CHICAGO IL 60609,2013-05-01 00:01:00,2013-05-01,,1440,open-investigation
1061915,,,,,Unknown,Unknown,?,0912,17,3400,S HERMITAGE AVE,CHICAGO IL 60608,2013-05-01 17:00:00,2013-05-01,2013-05-31,1440,unknown
1061923,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-05-02 07:16:00,2013-05-02,2014-05-07,744,unknown
1061924,,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-05-02 07:17:00,2013-05-02,2014-03-11,849,unknown
1061926,,,,,Unknown,Unknown,?,1731,19,,,,2013-05-01 17:30:00,2013-05-02,2013-07-31,446,unknown
1061927,,,,,Unknown,Unknown,?,0814,19,,,,2013-05-01 18:00:00,2013-05-02,2013-06-05,567,unknown
1061928,,,,,Unknown,Unknown,?,0321,17,1450,E MARQUETTE RD,CHICAGO IL 60637,2013-05-01 21:00:00,2013-05-02,2013-06-28,540,unknown
1061931,,,,,Unknown,Unknown,?,0621,17,7600,S STEWART AVE,CHICAGO IL,2013-05-01 22:00:00,2013-05-02,2013-07-16,1260,unknown
1061933,,,,,Unknown,Unknown,?,0621,19,,,,2013-04-25 14:53:00,2013-05-02,2013-07-12,891,unknown
1061938,,,,,Unknown,Unknown,?,0431,17,9600,S BALTIMORE AVE,CHICAGO IL,2013-05-01 19:30:00,2013-05-02,2013-07-08,96,unknown
1061940,,,,,Unknown,Unknown,?,0832,17,6830,S WESTERN AVE,CHICAGO IL,2013-05-02 17:23:00,2013-05-02,2013-06-25,863,unknown
1061949,,,,,Unknown,Unknown,?,1232,17,1100,W HARRISON ST,CHICAGO IL 60607,2013-05-02 03:35:00,2013-05-03,2013-12-04,208,unknown
1061952,,,,,Unknown,Unknown,?,1912,19,,,,2013-05-01 22:00:00,2013-05-03,2013-07-12,1298,unknown
1061954,,,,,Unknown,Unknown,?,0623,17,,E 79TH ST,CHICAGO IL 60619,2013-05-03 00:00:00,2013-05-03,,1216,open-investigation
1061957,,,,,Unknown,Unknown,?,2422,01,1763,W HOWARD ST,CHICAGO IL 60626,2013-05-03 00:00:00,2013-05-03,2013-07-16,1260,unknown
1061963,,,,,Unknown,Unknown,?,0915,17,3700,S WENTWORTH AVE,CHICAGO IL 60609,2013-05-01 18:30:00,2013-05-03,2013-06-07,702,unknown
1061964,,,,,Unknown,Unknown,?,0621,04,7808,S HALSTED ST,CHICAGO IL 60620,2013-05-03 13:30:00,2013-05-03,2013-06-25,891,unknown
1061965,,,,,Unknown,Unknown,?,0621,17,709,W 80TH ST,CHICAGO IL 60620,2013-04-28 00:00:00,2013-05-03,2013-06-19,594,unknown
1061969,,,,,Unknown,Unknown,?,0612,17,8000,S LAFLIN ST,CHICAGO IL 60620,2013-05-03 00:00:00,2013-05-03,2013-08-09,1240,unknown
1061971,,,,,Unknown,Unknown,?,1823,17,509,W ELM ST,CHICAGO IL 60610,2013-05-03 00:00:00,2013-05-03,2013-09-05,803,unknown
1061972,,,,,Unknown,Unknown,?,2232,19,,,,2013-05-01 00:00:00,2013-05-03,2013-06-25,143,unknown
1061974,,,,,Unknown,Unknown,?,0212,14,3650,S RHODES AVE,CHICAGO IL 60653,2013-05-03 00:00:00,2013-05-03,2013-06-25,1150,unknown
1061980,,,,,Unknown,Unknown,?,1923,17,3600,N WILTON AVE,CHICAGO IL 60613,2013-05-03 00:00:00,2013-05-03,2013-05-21,702,unknown
1061986,,,,,Unknown,Unknown,?,1033,17,2600,S CALIFORNIA AVE,CHICAGO IL 60623,2013-04-24 12:30:00,2013-05-04,2013-07-16,196,unknown
1061995,,,,,Unknown,Unknown,?,2522,19,,,,2013-04-04 00:00:00,2013-05-04,2013-06-25,1410,unknown
1062000,,,,,Unknown,Unknown,?,0832,17,7000,S WESTERN AVE,CHICAGO IL 60629,2013-05-04 22:00:00,2013-05-05,2013-05-09,702,unknown
1062006,,,,,Unknown,Unknown,?,0832,17,6500,S OAKLEY AVE,CHICAGO IL 60636,2013-05-05 23:00:00,2013-05-06,2013-08-14,984,unknown
1062007,,,,,Unknown,Unknown,?,0822,17,5900,S KEDZIE AVE,CHICAGO IL,2013-05-05 23:00:00,2013-05-06,2013-07-16,1298,unknown
1062017,,,,,Unknown,Unknown,?,0812,17,6200,S MERRIMAC AVE,CHICAGO IL,2013-05-04 15:00:00,2013-05-06,2013-07-16,1298,unknown
1062018,,,,,Unknown,Unknown,?,0732,17,7300,S STEWART AVE,CHICAGO IL 60621,2013-05-02 00:00:00,2013-05-06,2013-05-15,702,unknown
1062020,,,,,Unknown,Unknown,?,,XX,,,CHICAGO IL,2013-05-06 00:00:00,2013-05-06,,637,open-investigation
1062021,,,,,Unknown,Unknown,?,0533,17,13260,S VERNON AVE,CHICAGO IL,2013-05-06 14:55:00,2013-05-06,2013-07-12,1260,unknown
1062025,,,,,Unknown,Unknown,?,0623,19,,,,2013-05-06 13:00:00,2013-05-06,2013-08-15,447,unknown
1062032,,,,,Unknown,Unknown,?,1112,17,800,N SPRINGFIELD AVE,CHICAGO IL,2013-05-06 19:35:00,2013-05-06,2013-06-14,1378,unknown
1062039,,,,,Unknown,Unknown,?,1932,17,1145,W WRIGHTWOOD AVE,CHICAGO IL,2013-05-06 10:30:00,2013-05-07,2013-07-16,1298,unknown
1062041,,,,,Unknown,Unknown,?,0423,19,,,,2013-04-24 19:00:00,2013-05-07,2013-09-05,430,unknown
1062043,,,,,Unknown,Unknown,?,1134,04,3340,W FILLMORE ST,CHICAGO IL 60624,2013-05-07 12:30:00,2013-05-07,2013-06-19,999,unknown
1062048,,,,,Unknown,Unknown,?,0634,01,,W 87TH ST,CHICAGO IL 60620,2013-05-07 00:00:00,2013-05-07,2013-07-08,1499,unknown
1062050,,,,,Unknown,Unknown,?,1021,17,1267,S CENTRAL PARK AVE,CHICAGO IL,2013-05-07 17:00:00,2013-05-07,2014-10-23,1481,unknown
1062054,,,,,Unknown,Unknown,?,1434,17,1600,N CAMPBELL AVE,CHICAGO IL,2013-05-07 20:50:00,2013-05-07,2013-05-21,702,unknown
1062057,,,,,Unknown,Unknown,?,0834,17,3345,W 83RD PL,CHICAGO IL 60652,2013-05-08 07:42:00,2013-05-08,2013-06-25,583,unknown
1062060,,,,,Unknown,Unknown,?,1923,17,3705,N CLARK ST,CHICAGO IL 60613,2013-03-16 00:00:00,2013-05-08,2013-08-09,1298,unknown
1062061,,,,,Unknown,Unknown,?,0611,17,7654,S SEELEY AVE,CHICAGO IL 60620,2013-05-08 12:12:00,2013-05-08,2013-12-11,378,unknown
1062066,,,,,Unknown,Unknown,?,0321,04,7040,S COTTAGE GROVE AVE,CHICAGO IL 60637,2013-05-08 00:00:00,2013-05-08,2014-04-30,498,unknown
1062075,,,,,Unknown,Unknown,?,1135,17,600,S CALIFORNIA AVE,CHICAGO IL,2013-04-22 19:15:00,2013-05-08,2013-07-30,309,unknown
1062076,,,,,Unknown,Unknown,?,0531,04,727,E 111TH ST,CHICAGO IL,2013-05-08 19:15:00,2013-05-08,2013-08-09,1158,unknown
1062078,,,,,Unknown,Unknown,?,0811,19,,,,2013-05-08 19:15:00,2013-05-08,2013-05-21,702,unknown
1062081,,,,,Unknown,Unknown,?,0331,19,,,,2013-05-09 08:30:00,2013-05-09,2013-06-26,702,unknown
1062082,,,,,Unknown,Unknown,?,0312,17,6348,S LANGLEY AVE,CHICAGO IL 60637,2013-05-09 00:01:00,2013-05-09,2013-08-15,695,unknown
1062086,,,,,Unknown,Unknown,?,1834,03,250,E ERIE ST,CHICAGO IL 60611,2013-05-09 13:10:00,2013-05-09,2013-06-14,702,unknown
1062087,,,,,Unknown,Unknown,?,0522,17,11500,S YALE AVE,CHICAGO IL 60628,2013-05-09 00:00:00,2013-05-09,2013-07-15,1260,unknown
1062093,,,,,Unknown,Unknown,?,2024,17,4921,N MARINE DR,CHICAGO IL,2013-05-09 17:45:00,2013-05-09,2013-10-10,133,unknown
1062095,,,,,Unknown,Unknown,?,0623,17,7700,S VINCENNES AVE,CHICAGO IL,2013-05-08 21:45:00,2013-05-09,,1216,open-investigation
1062097,,,,,Unknown,Unknown,?,1511,19,,,,2013-05-10 00:00:00,2013-05-10,2013-08-12,1170,unknown
1062098,,,,,Unknown,Unknown,?,,17,6214,S KING DR,CHICAGO IL,2013-05-10 08:42:00,2013-05-10,2013-08-13,1298,unknown
1062100,,,,,Unknown,Unknown,?,1133,17,3800,W HARRISON ST,CHICAGO IL,2013-05-09 20:00:00,2013-05-10,2013-07-31,926,unknown
1062101,,,,,Unknown,Unknown,?,1022,19,,,,2013-05-10 11:45:00,2013-05-10,2013-06-27,18,unknown
1062111,,,,,Unknown,Unknown,?,2514,12,2611,N LOCKWOOD AVE,CHICAGO IL 60639,2013-05-10 00:00:00,2013-05-11,2013-06-25,1410,unknown
1062116,,,,,Unknown,Unknown,?,0424,19,,,,2013-05-09 22:30:00,2013-05-10,2013-05-21,702,unknown
1062120,,,,,Unknown,Unknown,?,0225,04,5101,S WENTWORTH AVE,CHICAGO IL 60609,2013-04-19 00:00:00,2013-05-11,2013-09-06,596,unknown
1062124,,,,,Unknown,Unknown,?,2222,17,8721,S LOOMIS ST,CHICAGO IL 60620,2013-05-11 12:00:00,2013-05-11,2013-06-14,576,unknown
1062127,,,,,Unknown,Unknown,?,1011,19,,,,2013-05-10 12:00:00,2013-05-11,2013-05-21,702,unknown
1062130,,,,,Unknown,Unknown,?,0813,17,6018,S KENNETH AVE,CHICAGO IL 60629,2013-05-11 17:00:00,2013-05-11,2013-05-21,702,unknown
1062134,,,,,Unknown,Unknown,?,0531,04,727,E 111TH ST,CHICAGO IL 60628,2013-05-09 00:00:00,2013-05-11,2013-05-23,702,unknown
1062135,,,,,Unknown,Unknown,?,0614,17,8100,S ASHLAND AVE,CHICAGO IL,2013-05-11 21:45:00,2013-05-11,2013-06-28,309,unknown
1062146,,,,,Unknown,Unknown,?,1923,04,850,W ADDISON ST,CHICAGO IL 60613,2013-05-12 00:00:00,2013-05-12,2013-07-18,1178,unknown
1062147,,,,,Unknown,Unknown,?,1122,17,522,N MONTICELLO AVE,CHICAGO IL 60624,2013-04-30 00:00:00,2013-05-12,2013-09-17,1374,unknown
1062149,,,,,Unknown,Unknown,?,1913,17,4423,N MAGNOLIA AVE,CHICAGO IL 60640,2013-05-12 21:30:00,2013-05-13,2013-06-07,702,unknown
1062156,,,,,Unknown,Unknown,?,0724,17,6341,S CARPENTER ST,CHICAGO IL 60621,2013-05-13 07:00:00,2013-05-13,,118,open-investigation
1062157,,,,,Unknown,Unknown,?,1613,15,5564,N OLCOTT AVE,CHICAGO IL 60656,2013-05-08 20:14:00,2013-05-13,2013-06-07,702,unknown
1062159,,,,,Unknown,Unknown,?,0714,19,,,,2013-05-13 00:00:00,2013-05-13,2014-01-17,583,unknown
1062167,,,,,Unknown,Unknown,?,0524,19,,,,2013-05-13 00:00:00,2013-05-13,2013-06-07,702,unknown
1062168,,,,,Unknown,Unknown,?,0332,17,6926,S CREGIER AVE,CHICAGO IL 60649,2013-04-11 13:40:00,2013-04-13,2013-05-13,702,unknown
1062173,,,,,Unknown,Unknown,?,0912,17,3200,S ASHLAND AVE,CHICAGO IL,2013-05-13 10:30:00,2013-05-13,,251,open-investigation
1062175,,,,,Unknown,Unknown,?,2515,04,5555,W GRAND AVE,CHICAGO IL,2013-05-10 22:30:00,2013-05-13,2013-05-21,702,unknown
1062182,,,,,Unknown,Unknown,?,1225,19,,,,2013-05-13 22:30:00,2013-05-14,2013-05-31,572,unknown
1062195,,,,,Unknown,Unknown,?,0532,17,,E BRAYTON ST,CHICAGO IL 60628,2013-05-13 22:37:00,2013-05-14,,1402,open-investigation
1062196,,,,,Unknown,Unknown,?,1134,04,1011,S HOMAN AVE,CHICAGO IL 60624,2013-05-08 00:00:00,2013-05-14,2013-05-21,702,unknown
1062198,,,,,Unknown,Unknown,?,1222,03,2400,W MADISON ST,CHICAGO IL 60612,2013-04-28 00:00:00,2013-05-14,2013-12-09,319,unknown
1062199,,,,,Unknown,Unknown,?,1114,17,4053,W MAYPOLE AVE,CHICAGO IL 60624,2013-05-14 00:00:00,2013-05-14,2013-08-09,1298,unknown
1062201,,,,,Unknown,Unknown,?,2222,17,8950,S MORGAN ST,CHICAGO IL,2013-05-14 16:00:00,2013-05-14,2013-12-11,841,unknown
1062202,,,,,Unknown,Unknown,?,1822,04,1160,N LARRABEE ST,CHICAGO IL,2013-04-27 23:00:00,2013-05-14,2013-11-26,1359,unknown
1062203,,,,,Unknown,Unknown,?,1135,17,500,S WESTERN AVE,CHICAGO IL,2013-05-14 15:35:00,2013-05-14,2013-05-21,702,unknown
1062205,,,,,Unknown,Unknown,?,0624,01,601,E 79TH ST,CHICAGO IL,2013-05-14 19:08:00,2013-05-14,2013-08-09,1298,unknown
1062207,,,,,Unknown,Unknown,?,1924,17,3554,N SHEFFIELD AVE,CHICAGO IL,2013-05-13 18:00:00,2013-05-14,2013-10-01,969,unknown
1062215,,,,,Unknown,Unknown,?,,XX,,,CHICAGO IL,2013-05-14 00:00:00,2013-05-14,,897,open-investigation
1062222,,,,,Unknown,Unknown,?,1832,17,800,N STATE ST,CHICAGO IL,2013-05-14 19:30:00,2013-05-15,2013-06-28,1260,unknown
1062242,,,,,Unknown,Unknown,?,0624,17,444,E 79TH ST,CHICAGO IL 60619,2013-05-15 16:30:00,2013-05-16,,1216,open-investigation
1062248,,,,,Unknown,Unknown,?,0131,17,1718,S STATE ST,CHICAGO IL 60616,2013-05-16 00:00:00,2013-05-16,2013-06-28,582,unknown
1062251,,,,,Unknown,Unknown,?,0532,19,,,,2013-05-13 00:00:00,2013-05-16,2013-05-31,1402,unknown
1062253,,,,,Unknown,Unknown,?,0531,04,727,E 111TH ST,CHICAGO IL,2013-05-13 12:30:00,2013-05-16,2013-11-21,1052,unknown
1062254,,,,,Unknown,Unknown,?,1623,11,4917,N MILWAUKEE AVE,CHICAGO IL 60630,2013-05-15 00:00:00,2013-05-16,,613,open-investigation
1062255,,,,,Unknown,Unknown,?,,17,7900,S CORNELL AV,,2013-05-16 00:00:00,2013-05-16,2013-08-01,1137,unknown
1062264,,,,,Unknown,Unknown,?,0713,04,1438,W 63RD ST,CHICAGO IL,2013-05-15 20:30:00,2013-05-16,2013-06-14,83,unknown
1062272,,,,,Unknown,Unknown,?,0133,19,,,,2013-05-14 20:00:00,2013-05-17,2013-06-28,1424,unknown
1062285,,,,,Unknown,Unknown,?,0423,17,2619,E 83RD ST,CHICAGO IL,2013-05-16 21:00:00,2013-05-17,2014-02-11,1138,unknown
1062289,,,,,Unknown,Unknown,?,0213,19,,,,2013-05-17 21:30:00,2013-05-17,2014-08-19,645,unknown
1062299,,,,,Unknown,Unknown,?,2211,17,11652,S ST LOUIS AVE,CHICAGO IL 60655,2013-05-17 00:00:00,2013-05-18,2013-06-10,702,unknown
1062311,,,,,Unknown,Unknown,?,2524,19,,,,2013-05-19 00:00:00,2013-05-19,2013-06-28,1260,unknown
1062316,,,,,Unknown,Unknown,?,1532,17,160,N LAPORTE AVE,CHICAGO IL 60644,2013-05-19 00:00:00,2013-05-19,2013-11-05,489,unknown
1062318,,,,,Unknown,Unknown,?,,17,1346,N NORWOOD DR,CHICAGO IL,2013-05-19 18:00:00,2013-05-19,2013-05-31,1468,unknown
1062324,,,,,Unknown,Unknown,?,0225,17,5101,S WENTWORTH AVE,CHICAGO IL 60609,2013-05-19 22:40:00,2013-05-20,2013-12-09,228,unknown
1062326,,,,,Unknown,Unknown,?,0734,17,7035,S ADA ST,CHICAGO IL 60636,2013-05-19 00:00:00,2013-05-20,2013-12-31,657,unknown
1062351,,,,,Unknown,Unknown,?,1531,17,800,N LEAMINGTON AVE,CHICAGO IL,2013-05-20 19:50:00,2013-05-20,2014-01-29,960,unknown
1062352,,,,,Unknown,Unknown,?,0221,17,4500,S COTTAGE GROVE AVE,CHICAGO IL 60653,2013-05-18 00:00:00,2013-05-21,2013-07-15,1260,unknown
