crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
1070870,1197,10J,SU,100,Not Sustained,Unsustained,0,0823,04,3420,W 61ST ST,CHICAGO IL,2014-08-08 23:48:00,2014-08-09,2015-01-27,479,not-sustained
1046840,1199,04D,,600,No Affidavit,Unsustained,0,0922,17,1843,W 35TH ST,CHICAGO IL 60609,2011-07-08 11:12:00,2011-07-11,2011-09-28,304,not-sustained
1067084,1200,,,,Unknown,Unknown,?,1021,19,,,,2013-12-28 11:30:00,2014-01-17,,657,open-investigation
1068987,1200,03D,EX,600,Exonerated,Unsustained,0,1132,17,808,S KEDVALE AVE,CHICAGO IL 60624,2014-05-02 08:00:00,2014-05-06,2014-09-23,730,not-sustained
1069057,1200,10Z,,600,No Affidavit,Unsustained,0,1021,17,1500,S CHRISTIANA AVE,CHICAGO IL,2014-05-09 12:10:00,2014-05-09,2014-08-04,730,not-sustained
1052011,1201,,,,Unknown,Unknown,?,1134,04,3340,W FILLMORE ST,CHICAGO IL 60624,2012-02-16 15:02:00,2012-02-21,,1202,open-investigation
1052444,1201,10V,SU,100,Sustained,Reprimand,0,1134,04,3340,W FILLMORE ST,CHICAGO IL 60624,2012-03-09 07:30:00,2012-03-09,2014-01-16,1124,disciplined
1057569,1201,03D,,600,No Affidavit,Unsustained,0,0933,17,1544,W 51ST ST,CHICAGO IL 60609,2011-10-31 00:00:00,2012-10-05,2012-11-26,567,not-sustained
1052609,1201,05M,NS,600,Not Sustained,Unsustained,0,0725,19,,,,2012-03-15 19:00:00,2012-03-15,2014-03-24,1481,not-sustained
1058806,1201,10J,,,Unknown,Unknown,?,1531,19,,,,2012-12-04 17:00:00,2012-12-04,2013-01-07,9,unknown
1059156,1201,10V,NS,600,Not Sustained,Unsustained,0,2515,19,,,,2012-12-20 00:00:00,2012-12-21,2013-06-24,9,not-sustained
1059875,1201,05N,UN,600,Unfounded,Unsustained,0,,17,4012,S KING DR,CHICAGO IL,2013-01-30 21:00:00,2013-01-31,2014-04-01,645,not-sustained
1060870,1201,03G,,,Unknown,Unknown,?,1821,19,,,,2013-02-28 01:00:00,2013-03-20,2013-04-09,9,unknown
1061133,1201,03C,NS,600,Unfounded,Unsustained,0,0712,19,,,,2013-04-01 15:30:00,2013-04-02,2014-07-23,1052,not-sustained
1062290,1201,05N,UN,600,Unfounded,Unsustained,0,1723,19,,,,2013-05-16 15:00:00,2013-05-17,2013-12-30,1260,not-sustained
1066604,1201,03G,,600,No Affidavit,Unsustained,0,1421,19,,,,2013-11-07 14:30:00,2013-12-14,2014-03-07,833,not-sustained
1069360,1201,03G,,600,No Affidavit,Unsustained,0,2523,19,,,,2014-03-13 23:00:00,2014-05-23,2014-06-17,1080,not-sustained
1070478,1201,03G,NS,600,Not Sustained,Unsustained,0,2511,17,6962,W GEORGE ST,CHICAGO IL,2014-05-22 19:00:00,2014-07-21,2015-01-15,397,not-sustained
1054680,1202,07A,,600,No Affidavit,Unsustained,0,0112,17,,N STATE ST,CHICAGO IL 60602,2012-06-11 00:00:00,2012-06-11,2012-09-05,386,not-sustained
1044053,1203,05H,,,Unknown,Unknown,?,2013,17,5300,N LAKEWOOD AVE,CHICAGO IL 60640,2011-03-18 00:00:00,2011-03-18,2011-04-11,572,unknown
1052861,1203,10U,,600,No Affidavit,Unsustained,0,,20,,,,2012-03-23 23:13:00,2012-03-26,2012-09-18,736,not-sustained
1065038,1203,10Z,,600,No Affidavit,Unsustained,0,2011,17,2732,W CATALPA AVE,CHICAGO IL,2013-09-20 00:05:00,2013-09-20,2013-12-13,741,not-sustained
1057941,1204,03C,NS,600,Not Sustained,Unsustained,0,0935,19,,,,2012-10-08 00:00:00,2012-10-22,2013-07-26,108,not-sustained
1066104,1204,04E,,600,No Affidavit,Unsustained,0,0321,04,7040,S COTTAGE GROVE AVE,CHICAGO IL,2013-11-14 14:00:00,2013-11-15,2014-03-06,292,not-sustained
1066439,1204,09J,,600,No Affidavit,Unsustained,0,2211,19,,,,2013-12-04 00:00:00,2013-12-04,2013-12-31,1279,not-sustained
1069970,1204,04E,,600,No Affidavit,Unsustained,0,1024,04,3315,W OGDEN AVE,CHICAGO IL 60623,2014-06-23 15:00:00,2014-06-24,2014-12-05,987,not-sustained
1071397,1205,10T,UN,600,Unfounded,Unsustained,0,2521,17,2948,N LAVERGNE AVE,CHICAGO IL,2014-09-05 08:33:00,2014-09-05,2014-12-19,332,not-sustained
1048871,1206,05B,UN,600,Unfounded,Unsustained,0,0821,17,4700,S ARCHER AVE,CHICAGO IL 60632,2011-09-24 00:00:00,2011-09-27,2013-03-06,1481,not-sustained
1065968,1206,04E,,600,No Affidavit,Unsustained,0,0834,17,8300,S PULASKI RD,CHICAGO IL 60652,2013-11-05 21:30:00,2013-11-08,2013-12-30,55,not-sustained
1070429,1206,05Q,,600,No Affidavit,Unsustained,0,0813,17,6300,S PULASKI RD,CHICAGO IL 60629,2013-12-26 16:30:00,2014-07-18,2014-08-19,562,not-sustained
1049872,1207,03G,,600,No Affidavit,Unsustained,0,0623,17,,E 75TH ST,CHICAGO IL,2011-11-08 00:30:00,2011-11-08,2012-07-16,966,not-sustained
1052032,1207,03D,,600,No Affidavit,Unsustained,0,0331,17,6933,S JEFFERY BLVD,CHICAGO IL 60649,2012-02-19 00:00:00,2012-02-21,2012-07-11,966,not-sustained
1063662,1207,03G,,,Unknown,Unknown,?,0512,17,10500,S STATE ST,CHICAGO IL,2013-07-18 20:15:00,2013-07-18,2013-09-09,966,unknown
1066156,1207,03B,,600,No Affidavit,Unsustained,0,2222,17,8800,S BISHOP ST,CHICAGO IL,2013-11-18 19:20:00,2013-11-18,2014-04-18,966,not-sustained
1066188,1209,03G,EX,600,Exonerated,Unsustained,0,0523,19,,,,2013-10-01 17:00:00,2013-11-19,2014-06-25,420,not-sustained
1068710,1209,,,,Unknown,Unknown,?,1225,08,1100,S HAMILTON AVE,CHICAGO IL 60612,2014-04-19 19:04:00,2014-04-21,,397,open-investigation
1047237,1210,05A,NS,600,Not Sustained,Unsustained,0,0732,17,7100,S NORMAL BLVD,CHICAGO IL,2011-07-21 01:30:00,2011-07-26,2012-08-07,657,not-sustained
1050771,1210,07F,NS,600,Not Sustained,Unsustained,0,0611,17,7908,S HERMITAGE AVE,CHICAGO IL 60620,2011-12-17 03:55:00,2011-12-19,2012-05-10,1467,not-sustained
1051069,1210,03G,NS,600,Not Sustained,Unsustained,0,0622,17,8300,S VINCENNES AVE,CHICAGO IL,2012-01-05 01:30:00,2012-01-05,2012-04-25,918,not-sustained
1051656,1210,01A,NS,600,Not Sustained,Unsustained,0,0622,17,8206,S EMERALD AVE,CHICAGO IL 60620,2012-02-02 16:13:00,2012-02-03,2015-01-08,1213,not-sustained
1053073,1210,03B,EX,600,Exonerated,Unsustained,0,0634,17,9401,S WENTWORTH AVE,CHICAGO IL 60620,2012-04-02 20:30:00,2012-04-04,2012-08-31,1228,not-sustained
1053098,1210,03G,EX,600,Exonerated,Unsustained,0,0624,19,,,,2012-04-04 00:00:00,2012-04-05,2012-08-31,1467,not-sustained
1055602,1210,10U,,600,No Affidavit,Unsustained,0,0631,19,,,,2012-07-15 13:00:00,2012-07-17,2012-10-17,891,not-sustained
1056914,1210,03B,,600,No Affidavit,Unsustained,0,0623,17,300,E 76TH ST,CHICAGO IL 60619,2012-09-07 22:30:00,2012-09-08,2012-11-28,852,not-sustained
1065828,1210,04E,,600,No Affidavit,Unsustained,0,2222,17,9206,S BISHOP ST,CHICAGO IL,2013-10-31 19:36:00,2013-11-01,2014-02-26,1421,not-sustained
1068361,1210,01C,,,Unknown,Unknown,?,0513,17,10700,S WABASH AVE,CHICAGO IL,2014-02-10 23:52:00,2014-04-02,2014-08-21,960,unknown
1056025,1211,10U,,600,No Affidavit,Unsustained,0,,17,4737,S ST LAWRENCE AV,,2012-08-02 14:30:00,2012-08-02,2012-10-15,1167,not-sustained
1053605,1212,,,,Unknown,Unknown,?,0712,17,6000,S PEORIA ST,CHICAGO IL 60621,2012-04-25 00:00:00,2012-04-26,2015-02-03,1198,unknown
1056240,1212,10S,,600,No Affidavit,Unsustained,0,0312,03,6500,S STATE ST,CHICAGO IL 60637,2012-08-11 04:55:00,2012-08-11,2012-09-14,833,not-sustained
1056271,1213,,,,Unknown,Unknown,?,,17,5130,S SANGAMON ST,CHICAGO IL,2012-08-12 00:00:00,2012-08-13,,1279,open-investigation
1045374,1214,10U,,600,No Affidavit,Unsustained,0,1312,17,2455,W DIVISION ST,CHICAGO IL,2011-05-12 14:45:00,2011-05-12,2011-10-26,424,not-sustained
1062306,1214,10U,,600,No Affidavit,Unsustained,0,1414,04,2150,N CALIFORNIA AVE,CHICAGO IL 60647,2013-05-19 00:00:00,2013-05-19,2013-09-06,314,not-sustained
1044981,1215,05A,,600,No Affidavit,Unsustained,0,0511,17,10220,S MICHIGAN AVE,CHICAGO IL 60628,2011-04-14 00:00:00,2011-04-26,2012-07-26,319,not-sustained
1045709,1215,10Z,NS,600,Not Sustained,Unsustained,0,0531,17,,E 112TH ST,CHICAGO IL 60628,2011-05-16 00:00:00,2011-05-27,2011-11-08,412,not-sustained
1049193,1215,10U,EX,600,Exonerated,Unsustained,0,0524,17,11900,S UNION AVE,CHICAGO IL 60628,2011-10-09 00:00:00,2011-10-10,2012-04-13,1487,not-sustained
1053666,1215,10D,,600,No Affidavit,Unsustained,0,0531,19,,,,2012-04-29 00:00:00,2012-04-29,2012-06-29,1088,not-sustained
1056358,1215,05A,EX,600,Exonerated,Unsustained,0,0513,17,10727,S INDIANA AVE,CHICAGO IL,2012-08-16 01:00:00,2012-08-16,2013-12-30,1402,not-sustained
1069047,1215,10U,UN,600,Unfounded,Unsustained,0,0532,19,,,,2013-05-26 23:59:00,2014-05-08,2014-10-07,231,not-sustained
1071831,1215,09B,NS,600,Not Sustained,Unsustained,0,2211,19,,,,2014-10-04 12:30:00,2014-10-05,2014-12-18,1429,not-sustained
1043958,1216,05A,SU,021,Sustained,21,21,1531,17,4948,W AUGUSTA BLVD,CHICAGO IL,2011-03-14 13:30:00,2011-03-14,2014-08-19,960,disciplined
1044551,1216,03D,NS,600,Not Sustained,Unsustained,0,1522,17,,N LATROBE AVE,CHICAGO IL 60644,2011-03-18 00:00:00,2011-04-07,2011-06-30,578,not-sustained
1055146,1216,03C,,600,No Affidavit,Unsustained,0,1511,17,1029,N MAYFIELD AVE,CHICAGO IL 60651,2012-06-26 09:26:00,2012-06-29,2012-10-01,1320,not-sustained
1059594,1216,03G,,600,No Affidavit,Unsustained,0,1532,19,,,,2013-01-15 09:00:00,2013-01-17,2013-02-07,9,not-sustained
1061249,1216,03C,,600,No Affidavit,Unsustained,0,1533,19,,,,2013-04-06 11:00:00,2013-04-08,2013-05-23,1107,not-sustained
1062233,1216,03D,EX,600,Exonerated,Unsustained,0,1523,19,,,,2013-05-15 19:45:00,2013-05-15,2013-07-31,1208,not-sustained
1064790,1216,03C,,600,No Affidavit,Unsustained,0,1531,19,,,,2013-09-09 09:00:00,2013-09-09,2013-10-22,1179,not-sustained
1065213,1216,03D,EX,600,Exonerated,Unsustained,0,1533,17,4900,W QUINCY ST,CHICAGO IL 6044,2013-09-02 16:28:00,2013-09-28,2013-11-20,1208,not-sustained
1044310,1218,03G,,600,No Affidavit,Unsustained,0,1013,19,,,,2011-03-27 00:00:00,2011-03-28,2011-06-13,568,not-sustained
1045631,1218,03G,,600,No Affidavit,Unsustained,0,1012,17,4009,W CULLERTON ST,CHICAGO IL,2011-04-16 05:30:00,2011-05-24,2011-07-29,1403,not-sustained
1046208,1218,03G,,600,No Affidavit,Unsustained,0,1033,17,3101,W 25TH ST,CHICAGO IL,2011-06-14 00:01:00,2011-06-16,2011-10-11,1403,not-sustained
1053319,1218,05L,NS,600,Not Sustained,Unsustained,0,1013,17,2215,S SPRINGFIELD AVE,CHICAGO IL 60623,2012-04-14 00:00:00,2012-04-14,2014-01-31,657,not-sustained
1053912,1218,03B,,600,No Affidavit,Unsustained,0,1022,17,3252,W DOUGLAS BLVD,CHICAGO IL 60623,2012-05-09 00:00:00,2012-05-10,2012-07-20,1403,not-sustained
1054506,1218,03D,,600,No Affidavit,Unsustained,0,1014,17,1610,S LAWNDALE AVE,CHICAGO IL 60623,2012-05-03 00:00:00,2012-06-05,2012-06-28,316,not-sustained
1054985,1218,05C,NS,600,Not Sustained,Unsustained,0,1431,17,2047,N MILWAUKEE AVE,CHICAGO IL 60647,2012-06-22 00:00:00,2012-06-22,2014-01-23,778,not-sustained
1055130,1218,03C,NS,600,Not Sustained,Unsustained,0,1013,19,,,,2012-05-01 14:30:00,2012-06-28,2013-08-05,31,not-sustained
1055517,1218,03C,,600,No Affidavit,Unsustained,0,1012,19,,,,2012-07-13 17:00:00,2012-07-13,2012-10-12,963,not-sustained
1057190,1218,03D,NS,600,Not Sustained,Unsustained,0,1022,17,1200,S CALIFORNIA BLVD,CHICAGO IL,2012-07-12 00:00:00,2012-09-19,2012-12-14,583,not-sustained
1059995,1218,03D,,600,No Affidavit,Unsustained,0,1124,17,2906,W WILCOX ST,CHICAGO IL,2013-02-07 09:30:00,2013-02-07,2013-03-27,1403,not-sustained
1066209,1218,04D,NS,600,Not Sustained,Unsustained,0,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2013-09-04 00:01:00,2013-11-20,2014-02-26,404,not-sustained
1066258,1218,03G,EX,600,Not Sustained,Unsustained,0,1532,19,,,,2013-11-16 21:00:00,2013-11-22,2015-01-15,83,not-sustained
1070466,1217,10Z,UN,600,Unfounded,Unsustained,0,0621,04,7808,S HALSTED ST,CHICAGO IL,2014-07-16 11:00:00,2014-07-20,2014-11-18,1398,not-sustained
1071141,1218,,,,Unknown,Unknown,?,1134,17,3034,W ROOSEVELT RD,CHICAGO IL,2014-05-22 17:09:00,2014-08-22,,231,open-investigation
1074090,1218,,,,Unknown,Unknown,?,1123,17,3239,W WARREN BLVD,CHICAGO IL 60624,2014-07-16 19:42:00,2015-03-09,,,open-investigation
1044729,1219,03G,UN,600,Unfounded,Unsustained,0,0835,17,7900,S ARTESIAN AVE,CHICAGO IL,2011-04-14 09:30:00,2011-04-14,2012-01-13,823,not-sustained
1063131,1219,05Q,,600,No Affidavit,Unsustained,0,0832,17,2241,W 71ST ST,CHICAGO IL,2012-07-10 13:05:00,2013-06-26,2013-11-05,319,not-sustained
1063626,1219,03B,NS,600,Not Sustained,Unsustained,0,0733,17,7300,S MORGAN ST,CHICAGO IL,2013-07-17 16:00:00,2013-07-17,2014-09-16,987,not-sustained
1071245,1219,04E,NS,600,Not Sustained,Unsustained,0,0713,17,1438,W 63RD ST,CHICAGO IL 60636,2014-08-28 06:56:00,2014-08-28,2015-01-15,472,not-sustained
1053111,1220,05N,,600,No Affidavit,Unsustained,0,1213,17,1535,W CHESTNUT ST,CHICAGO IL 60642,2011-07-06 23:31:00,2012-04-06,,415,not-sustained
1050123,1220,10U,,600,No Affidavit,Unsustained,0,1331,17,2666,W WASHINGTON BLVD,CHICAGO IL,2011-11-18 21:40:00,2011-11-18,2012-02-21,1126,not-sustained
1057789,1220,,,,Unknown,Unknown,?,1213,17,831,N ASHLAND AVE,CHICAGO IL,2012-10-15 12:00:00,2012-10-15,2013-03-06,1057,unknown
1055412,1221,05B,NS,600,Not Sustained,Unsustained,0,1033,17,2600,S CALIFORNIA AVE,CHICAGO IL 60623,2012-07-10 10:28:00,2012-07-10,2014-01-10,657,not-sustained
1071575,1221,,,,Unknown,Unknown,?,1133,17,3601,W GRENSHAW ST,CHICAGO IL 60624,2014-09-17 10:03:00,2014-09-17,,655,open-investigation
1072110,1221,,,,Unknown,Unknown,?,1031,17,3001,S KOMENSKY AVE,CHICAGO IL,2014-10-18 15:00:00,2014-10-20,,950,open-investigation
1072923,1221,,,,Unknown,Unknown,?,1011,17,1400,S INDEPENDENCE BLVD,CHICAGO IL 60623,2014-12-11 07:45:00,2014-12-11,2015-02-03,702,unknown
1050198,1222,10V,NS,600,Not Sustained,Unsustained,0,1113,19,,,,2011-11-20 00:00:00,2011-11-22,2012-07-16,583,not-sustained
1051074,1222,03G,,600,No Affidavit,Unsustained,0,1132,17,1132,S SPRINGFIELD AVE,CHICAGO IL,2011-12-10 20:28:00,2012-01-05,2012-05-08,1139,not-sustained
1051560,1222,10V,,,Unknown,Unknown,?,1134,04,1011,S HOMAN AVE,CHICAGO IL 60624,2012-01-30 00:00:00,2012-01-30,2014-01-15,842,unknown
1059093,1222,03B,,600,No Affidavit,Unsustained,0,1135,17,1159,S FRANCISCO AVE,CHICAGO IL 60612,2012-12-15 00:00:00,2012-12-18,2013-03-28,1139,not-sustained
1073567,1222,03D,,,Unknown,Unknown,?,1532,17,4917,W ERIE ST,CHICAGO IL 60644,2013-02-28 19:15:00,2015-01-28,2015-02-09,83,unknown
1063505,1222,03C,,600,No Affidavit,Unsustained,0,1111,17,4625,W HURON ST,CHICAGO IL 60644,2013-07-13 12:20:00,2013-07-13,2013-08-09,833,not-sustained
1070630,1222,03D,,,Unknown,Unknown,?,1123,17,215,N HOMAN AVE,CHICAGO IL 60624,2014-02-15 09:30:00,2014-07-28,2014-10-10,231,unknown
1069592,1222,10Z,,600,No Affidavit,Unsustained,0,0122,03,111,W WASHINGTON ST,CHICAGO IL 60602,2014-06-04 11:00:00,2014-06-04,2014-11-07,948,not-sustained
1070890,1222,,,,Unknown,Unknown,?,1112,17,725,N HAMLIN AVE,CHICAGO IL,2014-07-28 00:00:00,2014-08-09,,1139,open-investigation
1067625,1223,05B,NS,600,Not Sustained,Unsustained,0,1423,17,1259,N CALIFORNIA AVE,CHICAGO IL,2014-01-12 11:44:00,2014-02-21,2014-10-23,1156,not-sustained
1060874,1224,10U,,600,No Affidavit,Unsustained,0,1115,03,4045,W MADISON ST,CHICAGO IL 60624,2013-03-02 16:30:00,2013-03-21,2013-05-28,1505,not-sustained
1045377,1225,05A,UN,600,Unfounded,Unsustained,0,0331,17,6541,S CORNELL DR,CHICAGO IL,2011-05-09 23:35:00,2011-05-12,2012-11-07,645,not-sustained
1045636,1225,10U,NS,600,Not Sustained,Unsustained,0,0324,17,7232,S UNIVERSITY AVE,CHICAGO IL,2011-05-23 22:30:00,2011-05-24,2011-10-03,695,not-sustained
1069477,1225,03G,,600,No Affidavit,Unsustained,0,0332,17,7050,S STONY ISLAND AVE,CHICAGO IL,2014-05-17 02:30:00,2014-05-29,2014-09-29,1039,not-sustained
1053101,1226,10U,,600,No Affidavit,Unsustained,0,0123,17,520,S MICHIGAN AVE,CHICAGO IL 60605,2012-04-02 00:00:00,2012-04-05,2012-07-19,1285,not-sustained
1048265,1227,10D,EX,600,Exonerated,Unsustained,0,0412,09,8556,S YATES BLVD,CHICAGO IL,2011-08-31 20:00:00,2011-09-05,2011-12-12,1138,not-sustained
1052366,1227,10U,,600,No Affidavit,Unsustained,0,0411,17,8001,S DANTE AVE,CHICAGO IL,2012-03-06 19:15:00,2012-03-07,2012-05-08,1138,not-sustained
1054725,1227,10U,,600,No Affidavit,Unsustained,0,0414,19,,,,2012-06-12 00:00:00,2012-06-13,2012-07-18,1138,not-sustained
1065122,1227,10U,,,Unknown,Unknown,?,0414,19,,,,2013-09-23 21:15:00,2013-09-24,2014-04-15,1138,unknown
1070749,1228,10D,,600,No Affidavit,Unsustained,0,2524,17,2400,N PULASKI RD,CHICAGO IL,2014-07-21 16:42:00,2014-08-03,2014-11-04,339,not-sustained
1067697,1229,10U,,600,No Affidavit,Unsustained,0,0314,17,6012,S HARPER AVE,CHICAGO IL,2014-02-25 00:00:00,2014-02-26,2014-05-23,370,not-sustained
1070453,1229,,,,Unknown,Unknown,?,0321,04,7040,S COTTAGE GROVE AVE,CHICAGO IL,2014-07-19 18:35:00,2014-07-19,,613,open-investigation
1045953,1230,05L,NS,600,Not Sustained,Unsustained,0,2521,17,4919,W SCHUBERT AVE,CHICAGO IL 60639,2011-06-05 23:50:00,2011-06-07,2012-01-03,960,not-sustained
1050548,1230,03B,,600,No Affidavit,Unsustained,0,1533,17,5022,W MADISON ST,CHICAGO IL 60644,2011-04-10 02:30:00,2011-12-07,2012-01-05,578,not-sustained
1055981,1230,05Q,,600,No Affidavit,Unsustained,0,1423,17,2552,W DIVISION ST,CHICAGO IL 60622,2011-06-16 20:34:00,2012-08-01,2012-12-04,778,not-sustained
1052052,1230,03D,,,Unknown,Unknown,?,1112,19,,,,2012-02-20 23:40:00,2012-02-22,2012-04-09,702,unknown
1053602,1230,10J,UN,600,Unfounded,Unsustained,0,2515,04,5555,W GRAND AVE,CHICAGO IL 60639,2012-04-26 00:00:00,2012-04-26,2013-11-05,489,not-sustained
1072382,1230,,,,Unknown,Unknown,?,1513,04,5701,W MADISON ST,CHICAGO IL 60644,2014-11-03 14:30:00,2014-11-03,,567,open-investigation
1071823,1232,05B,,600,No Affidavit,Unsustained,0,0633,19,,,,2012-01-17 13:00:00,2014-10-03,2015-02-09,798,not-sustained
1064032,1232,03G,,600,No Affidavit,Unsustained,0,0631,17,8006,S LANGLEY AVE,CHICAGO IL,2013-08-01 18:00:00,2013-08-08,2014-02-19,373,not-sustained
1060556,1233,03G,,600,No Affidavit,Unsustained,0,1234,19,,,,2013-03-05 21:00:00,2013-03-06,2013-04-19,106,not-sustained
1044112,1236,10T,,600,No Affidavit,Unsustained,0,1133,19,,,,2011-03-21 06:00:00,2011-03-21,2011-06-06,726,not-sustained
1046410,1236,07B,,600,No Affidavit,Unsustained,0,1133,17,300,S HAMLIN BLVD,CHICAGO IL,2011-06-24 11:00:00,2011-06-24,2011-08-09,1332,not-sustained
1046813,1237,05N,UN,600,Unfounded,Unsustained,0,2531,17,1212,N MAYFIELD AVE,CHICAGO IL,2011-07-10 01:00:00,2011-07-10,2012-04-13,275,not-sustained
1050109,1237,03C,,600,No Affidavit,Unsustained,0,2531,19,,,,2011-11-12 22:35:00,2011-11-18,2012-02-27,869,not-sustained
1064743,1237,04D,,,Unknown,Unknown,?,2534,17,1950,N PULASKI RD,CHICAGO IL 60639,2013-02-22 02:50:00,2013-09-07,2013-10-17,787,unknown
1049244,1238,04E,,600,No Affidavit,Unsustained,0,1413,19,,,,2011-04-26 11:05:00,2011-10-12,2011-12-23,9,not-sustained
1049244,1239,04E,,600,No Affidavit,Unsustained,0,1413,19,,,,2011-04-26 11:05:00,2011-10-12,2011-12-23,9,not-sustained
1053524,1240,05N,NS,600,Not Sustained,Unsustained,0,0422,17,8124,S MUSKEGON AVE,CHICAGO IL 60617,2012-04-23 00:00:00,2012-04-24,2014-01-27,1149,not-sustained
1055158,1240,10U,,,Unknown,Unknown,?,0431,19,,,,2012-06-29 21:35:00,2012-06-29,2012-07-25,1138,unknown
1064413,1240,07F,,,Unknown,Unknown,?,0423,17,8753,S ESCANABA AVE,CHICAGO IL,2013-08-21 18:20:00,2013-08-21,2014-02-20,843,unknown
1063988,1241,10J,SU,000,Sustained,Noted,0,0531,04,727,E 111TH ST,CHICAGO IL 60628,2013-08-02 17:20:00,2013-08-02,2014-07-22,1493,sustained
1053947,1242,03D,UN,600,Unfounded,Unsustained,0,0732,19,,,,2012-05-09 14:00:00,2012-05-11,2012-09-07,83,not-sustained
1048257,1243,03C,NS,600,Not Sustained,Unsustained,0,1533,19,,,,2011-09-02 19:07:00,2011-09-05,2012-07-16,83,not-sustained
1048749,1243,03D,,600,No Affidavit,Unsustained,0,1533,17,5000,W VAN BUREN ST,CHICAGO IL,2011-09-22 21:40:00,2011-09-22,2012-01-06,1329,not-sustained
1052161,1243,03D,,600,No Affidavit,Unsustained,0,1523,03,5200,W LAKE ST,CHICAGO IL 60644,2012-02-05 00:00:00,2012-02-27,2012-05-14,354,not-sustained
1052730,1243,03D,,600,No Affidavit,Unsustained,0,1522,17,5200,W QUINCY ST,CHICAGO IL 60644,2012-03-20 18:00:00,2012-03-21,2012-06-01,289,not-sustained
1065584,1243,03D,,600,No Affidavit,Unsustained,0,1512,14,243,N PARKSIDE AVE,CHICAGO IL,2013-10-16 21:30:00,2013-10-18,2013-12-04,432,not-sustained
1068110,1243,03C,,600,No Affidavit,Unsustained,0,1532,19,,,,2014-03-19 18:00:00,2014-03-21,2014-05-07,432,not-sustained
1071050,1243,03D,,600,No Affidavit,Unsustained,0,,17,1218,N CENTRAL AV,CHICAGO IL 00000,2014-08-15 19:30:00,2014-08-18,2014-10-10,432,not-sustained
1044181,1244,10T,,600,No Affidavit,Unsustained,0,1513,19,,,,2011-03-22 20:47:00,2011-03-23,2011-07-26,1329,not-sustained
1061128,1244,05A,,600,No Affidavit,Unsustained,0,2533,17,4650,W NORTH AVE,CHICAGO IL,2013-04-01 00:07:00,2013-04-02,2013-06-28,1260,not-sustained
1058852,1245,10U,,600,No Affidavit,Unsustained,0,0232,17,5700,S INDIANA AVE,CHICAGO IL 60637,2012-12-06 00:00:00,2012-12-06,2013-03-05,1315,not-sustained
1064290,1246,03G,,600,No Affidavit,Unsustained,0,0234,19,,,,2013-08-13 07:50:00,2013-08-16,2013-11-05,987,not-sustained
1053395,1247,05A,NS,600,Not Sustained,Unsustained,0,1522,17,5200,W QUINCY ST,CHICAGO IL 60644,2012-04-16 00:45:00,2012-04-17,2014-01-23,960,not-sustained
1054963,1247,03D,EX,600,Exonerated,Unsustained,0,1511,17,800,N MAYFIELD AVE,CHICAGO IL 60651,2012-06-22 00:00:00,2012-06-22,2012-12-27,488,not-sustained
1071518,1247,,,,Unknown,Unknown,?,1511,17,5900,W CHICAGO AVE,CHICAGO IL,2014-09-11 15:00:00,2014-09-13,,133,open-investigation
1059651,1248,07F,UN,600,Unfounded,Unsustained,0,1913,17,4615,N CLIFTON AVE,CHICAGO IL 60640,2013-01-20 00:00:00,2013-01-20,2013-04-08,141,not-sustained
1058219,1249,10Q,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL 60653,2012-07-18 00:01:00,2012-11-06,2012-11-21,316,unknown
1053049,1250,,,,Unknown,Unknown,?,2212,03,1357,W 103RD ST,CHICAGO IL 60643,2012-03-27 16:55:00,2012-04-03,,121,open-investigation
1071930,1251,03G,,600,No Affidavit,Unsustained,0,1523,17,460,N LONG AVE,CHICAGO IL 60644,2014-10-09 11:30:00,2014-10-09,2015-02-27,530,not-sustained
1056436,1252,10U,,,Unknown,Unknown,?,0522,01,11500,S PRINCETON AVE,CHICAGO IL 60628,2012-08-20 00:00:00,2012-08-20,2012-12-04,888,unknown
1060573,1252,10U,,600,No Affidavit,Unsustained,0,0513,19,,,,2013-03-02 11:00:00,2013-03-07,2013-05-14,412,not-sustained
1061202,1253,10U,,600,No Affidavit,Unsustained,0,0321,03,1200,E 71ST ST,CHICAGO IL 60619,2013-04-05 23:22:00,2013-04-06,2013-05-24,19,not-sustained
1051423,1254,04A,SU,100,Sustained,Reprimand,0,0531,04,727,E 111TH ST,CHICAGO IL 60628,2012-01-10 00:00:00,2012-01-24,2014-03-10,1317,disciplined
1070843,1254,04H,,,Unknown,Unknown,?,0423,17,8247,S MARQUETTE AVE,CHICAGO IL,2012-05-28 19:17:00,2014-08-07,2014-09-05,9,unknown
1048001,1255,10Z,SU,400,Sustained,180,180,0213,04,3510,S MICHIGAN AVE,CHICAGO IL 60653,2011-08-25 00:00:00,2011-08-25,2013-07-11,1393,disciplined
1066244,1255,03B,,600,No Affidavit,Unsustained,0,1522,03,5200,W JACKSON BLVD,CHICAGO IL 60644,2013-11-21 17:15:00,2013-11-21,2014-01-08,1329,not-sustained
