,crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
10020,1058203,4708.0,03D,,,Unknown,Unknown,?,713.0,17,1347.0,W 61ST ST,CHICAGO IL 60636,2011-04-05 00:00:00,2012-11-05,2012-12-14,1124.0,unknown
10021,1053147,4708.0,05A,NS,600.0,Not Sustained,Unsustained,0,734.0,17,7200.0,S RACINE AVE,CHICAGO IL 60636,2012-04-07 00:00:00,2012-04-08,2014-01-23,657.0,not-sustained
10022,1055799,4708.0,05A,NS,600.0,Not Sustained,Unsustained,0,713.0,17,6100.0,S BISHOP ST,CHICAGO IL,2012-07-24 16:10:00,2012-07-24,2013-12-31,657.0,not-sustained
10024,1061098,4708.0,03C,,600.0,No Affidavit,Unsustained,0,713.0,17,5756.0,S BISHOP ST,CHICAGO IL 60609,2013-04-01 13:00:00,2013-04-01,2013-06-04,333.0,not-sustained
10025,1065791,4708.0,05B,NS,600.0,Not Sustained,Unsustained,0,725.0,17,6430.0,S LAFLIN ST,CHICAGO IL 60636,2013-10-29 18:00:00,2013-10-29,2014-03-24,1456.0,not-sustained
10027,1069751,4708.0,,,,Unknown,Unknown,?,714.0,17,6114.0,S WOOD ST,CHICAGO IL,2014-06-07 13:00:00,2014-06-12,,1456.0,open-investigation
10029,1054510,4710.0,03D,,600.0,No Affidavit,Unsustained,0,1421.0,17,1907.0,N KEDZIE AVE,CHICAGO IL 60647,2011-05-05 00:00:00,2012-06-05,2012-06-29,173.0,not-sustained
10030,1055981,4710.0,05Q,,600.0,No Affidavit,Unsustained,0,1423.0,17,2552.0,W DIVISION ST,CHICAGO IL 60622,2011-06-16 20:34:00,2012-08-01,2012-12-04,778.0,not-sustained
10031,1051873,4711.0,09J,NS,600.0,Not Sustained,Unsustained,0,411.0,17,7900.0,S STONY ISLAND AVE,CHICAGO IL 60617,2012-02-13 09:15:00,2012-02-13,2012-07-24,631.0,not-sustained
10032,1045738,4713.0,08F,,600.0,No Affidavit,Unsustained,0,1411.0,17,2600.0,W LOGAN BLVD,CHICAGO IL 60647,2011-05-28 00:00:00,2011-05-28,2011-09-08,637.0,not-sustained
10034,1055251,4714.0,01B,,600.0,No Affidavit,Unsustained,0,2222.0,17,8700.0,S SANGAMON ST,CHICAGO IL,2012-06-29 11:20:00,2012-07-03,2012-10-24,690.0,not-sustained
10035,1067045,4715.0,10U,UN,600.0,Unfounded,Unsustained,0,1134.0,04,3151.0,W HARRISON ST,CHICAGO IL 60612,2014-01-15 08:04:00,2014-01-15,2014-05-30,726.0,not-sustained
10036,1069685,4715.0,03B,,600.0,No Affidavit,Unsustained,0,1123.0,03,266.0,N KEDZIE AVE,CHICAGO IL 60624,2014-06-09 13:30:00,2014-06-09,2014-09-09,1256.0,not-sustained
10038,1051474,4717.0,10Z,,600.0,No Affidavit,Unsustained,0,531.0,04,727.0,E 111TH ST,CHICAGO IL 60628,2012-01-26 00:00:00,2012-01-26,2012-08-17,928.0,not-sustained
10039,1062580,4718.0,10U,,600.0,No Affidavit,Unsustained,0,314.0,01,6300.0,S WOODLAWN AVE,CHICAGO IL 60637,2013-05-30 00:00:00,2013-05-31,2013-06-29,506.0,not-sustained
10040,1045256,4719.0,03D,,600.0,No Affidavit,Unsustained,0,823.0,17,6347.0,S KEDZIE AVE,CHICAGO IL,2011-05-08 16:30:00,2011-05-08,2011-07-29,1091.0,not-sustained
10041,1050116,4719.0,03C,,600.0,No Affidavit,Unsustained,0,714.0,17,6000.0,S MARSHFIELD AVE,CHICAGO IL 60636,2011-11-10 21:30:00,2011-11-18,2012-03-12,333.0,not-sustained
10044,1065966,4719.0,03G,,600.0,No Affidavit,Unsustained,0,723.0,17,6850.0,S HALSTED ST,CHICAGO IL,2013-11-07 19:15:00,2013-11-08,2014-01-09,472.0,not-sustained
10045,1068269,4719.0,03G,,,Unknown,Unknown,?,522.0,17,11500.0,S HARVARD AVE,CHICAGO IL 60628,2014-03-28 20:30:00,2014-03-28,2014-04-24,966.0,unknown
10047,1045139,4720.0,05B,NS,600.0,Not Sustained,Unsustained,0,422.0,17,8100.0,S ESSEX AVE,CHICAGO IL,2011-05-04 07:49:00,2011-05-04,2013-03-26,1149.0,not-sustained
10048,1045316,4720.0,10J,SU,100.0,Sustained,Reprimand,0,434.0,04,2255.0,E 103RD ST,CHICAGO IL 60617,2011-05-10 00:00:00,2011-05-10,2012-05-08,1138.0,disciplined
10050,1067973,4721.0,03D,,600.0,No Affidavit,Unsustained,0,321.0,04,7040.0,S COTTAGE GROVE AVE,CHICAGO IL,2014-01-27 17:50:00,2014-03-13,2014-09-11,104.0,not-sustained
10051,1070409,4721.0,04E,,600.0,No Affidavit,Unsustained,0,312.0,17,6300.0,S ST LAWRENCE AVE,CHICAGO IL 60637,2014-07-07 15:00:00,2014-07-17,2014-10-22,546.0,not-sustained
10052,1072263,4721.0,03D,,600.0,No Affidavit,Unsustained,0,312.0,17,6451.0,S COTTAGE GROVE AVE,CHICAGO IL,2014-05-14 18:29:00,2014-10-28,2014-12-04,83.0,not-sustained
10056,1070309,4723.0,10Z,,600.0,No Affidavit,Unsustained,0,821.0,17,4300.0,S KEDZIE AVE,CHICAGO IL,2014-07-12 20:25:00,2014-07-12,2014-10-01,1382.0,not-sustained
10057,1047139,4724.0,05K,,600.0,No Affidavit,Unsustained,0,1213.0,17,1158.0,W POLK ST,CHICAGO IL 60707,2011-07-21 15:50:00,2011-07-21,2011-09-15,291.0,not-sustained
10058,1045430,4725.0,03B,,600.0,No Affidavit,Unsustained,0,621.0,17,7654.0,S PEORIA ST,CHICAGO IL,2011-05-08 22:30:00,2011-05-15,2011-07-29,594.0,not-sustained
10059,1053775,4726.0,05A,UN,600.0,Unfounded,Unsustained,0,113.0,03,400.0,S STATE ST,CHICAGO IL 60605,2011-12-22 13:50:00,2012-05-04,2013-04-19,771.0,not-sustained
10060,1062036,4726.0,04E,EX,600.0,Exonerated,Unsustained,0,131.0,04,1718.0,S STATE ST,CHICAGO IL 60616,2013-05-05 11:30:00,2013-05-07,2013-07-31,752.0,not-sustained
10063,1073329,4727.0,,,,Unknown,Unknown,?,1913.0,17,4400.0,N MALDEN ST,CHICAGO IL 60640,2014-12-15 11:53:00,2015-01-12,,1429.0,open-investigation
10064,1058818,4728.0,05A,UN,600.0,Unfounded,Unsustained,0,1532.0,17,4814.0,W WASHINGTON BLVD,CHICAGO IL,2012-11-04 20:00:00,2012-12-05,2013-12-05,960.0,not-sustained
10065,1059245,4728.0,05A,,600.0,No Affidavit,Unsustained,0,1533.0,17,4804.0,W ADAMS ST,CHICAGO IL,2012-12-30 00:54:00,2012-12-30,2013-05-14,309.0,not-sustained
10066,1061733,4728.0,09K,UN,600.0,Unfounded,Unsustained,0,1513.0,04,5701.0,W MADISON ST,CHICAGO IL 60644,2013-04-25 00:00:00,2013-04-25,2013-10-17,672.0,not-sustained
10067,1053134,4729.0,05M,NS,600.0,Not Sustained,Unsustained,0,1822.0,17,600.0,W DIVISION ST,CHICAGO IL 60610,2012-04-07 00:00:00,2012-04-07,2014-01-23,1440.0,not-sustained
10068,1067857,4729.0,03D,,600.0,No Affidavit,Unsustained,0,422.0,03,2635.0,E 79TH ST,CHICAGO IL 60617,2014-03-06 11:30:00,2014-03-07,2014-09-30,904.0,not-sustained
10070,1065132,4731.0,03D,,600.0,No Affidavit,Unsustained,0,1135.0,17,2858.0,W ROOSEVELT RD,CHICAGO IL,2013-04-17 18:10:00,2013-09-24,2013-12-30,833.0,not-sustained
10071,1045173,4732.0,01A,NS,600.0,Not Sustained,Unsustained,0,1031.0,17,3000.0,S KEDVALE AVE,CHICAGO IL,2011-05-03 15:45:00,2011-05-04,2013-07-31,133.0,not-sustained
10072,1050685,4732.0,03D,,600.0,No Affidavit,Unsustained,0,1022.0,17,1540.0,S KEDZIE AVE,CHICAGO IL 60623,2011-12-14 17:45:00,2011-12-14,2012-02-15,1345.0,not-sustained
10074,1067344,4733.0,,,,Unknown,Unknown,?,824.0,17,5630.0,S ROCKWELL ST,CHICAGO IL,2014-02-04 14:00:00,2014-02-04,,251.0,open-investigation
10076,1045842,4736.0,04G,,600.0,No Affidavit,Unsustained,0,922.0,17,3512.0,S HALSTED ST,CHICAGO IL 60609,2011-05-05 00:00:00,2011-06-02,2011-08-09,1450.0,not-sustained
10077,1045018,4737.0,10V,SU,0.0,Unfounded,Unsustained,0,1134.0,04,1011.0,S HOMAN AVE,CHICAGO IL,2011-04-26 08:00:00,2011-04-28,2012-08-09,1317.0,not-sustained
10078,1068031,4738.0,10Z,,600.0,No Affidavit,Unsustained,0,1921.0,04,2452.0,W BELMONT AVE,CHICAGO IL,2014-03-06 13:30:00,2014-03-17,2014-09-16,1010.0,not-sustained
10080,1068381,4739.0,10P,UN,600.0,Unfounded,Unsustained,0,1011.0,17,3999.0,W ROOSEVELT RD,CHICAGO IL,2014-04-04 01:45:00,2014-04-04,2014-09-04,1150.0,not-sustained
10082,1045276,4740.0,05B,NS,600.0,Not Sustained,Unsustained,0,511.0,17,9500.0,S STATE ST,CHICAGO IL,2011-05-09 13:47:00,2011-05-09,2012-10-04,208.0,not-sustained
10083,1048755,4740.0,05A,NS,600.0,Not Sustained,Unsustained,0,122.0,17,117.0,W LAKE ST,CHICAGO IL,2011-09-19 12:45:00,2011-09-23,2014-03-18,300.0,not-sustained
10084,1052567,4740.0,03D,,600.0,No Affidavit,Unsustained,0,122.0,03,100.0,W RANDOLPH ST,CHICAGO IL 60601,2011-12-02 10:30:00,2012-03-14,2012-07-03,481.0,not-sustained
10085,1064395,4740.0,03D,UN,600.0,Unfounded,Unsustained,0,112.0,17,100.0,S STATE ST,CHICAGO IL,2013-08-20 07:30:00,2013-08-21,2014-01-16,481.0,not-sustained
10086,1045416,4741.0,10J,,600.0,No Affidavit,Unsustained,0,333.0,17,7100.0,S JEFFERY BLVD,CHICAGO IL 60649,2011-05-14 00:00:00,2011-05-14,2011-07-29,1451.0,not-sustained
10088,1051240,4741.0,10U,,600.0,No Affidavit,Unsustained,0,411.0,15,7531.0,S STONY ISLAND AVE,CHICAGO IL 60649,2012-01-13 00:00:00,2012-01-13,2012-03-27,1438.0,not-sustained
10089,1051576,4741.0,10U,,600.0,No Affidavit,Unsustained,0,334.0,03,7419.0,S EXCHANGE AVE,CHICAGO IL,2012-01-31 10:00:00,2012-01-31,2012-04-25,1451.0,not-sustained
10090,1052377,4741.0,12A,NS,600.0,Not Sustained,Unsustained,0,334.0,17,7238.0,S COLES AVE,CHICAGO IL 60649,2012-03-06 09:00:00,2012-03-07,2012-10-10,656.0,not-sustained
10091,1052382,4741.0,03G,,600.0,No Affidavit,Unsustained,0,334.0,17,7100.0,S YATES BLVD,CHICAGO IL,2012-03-07 13:30:00,2012-03-07,2013-03-15,1451.0,not-sustained
10093,1060922,4741.0,05L,EX,600.0,Exonerated,Unsustained,0,334.0,17,7200.0,S YATES BLVD,CHICAGO IL,2013-03-22 13:30:00,2013-03-22,2014-01-31,645.0,not-sustained
10094,1061722,4741.0,,,,Unknown,Unknown,?,333.0,17,7100.0,S JEFFERY BLVD,CHICAGO IL 60649,2013-04-25 12:30:00,2013-04-25,,645.0,open-investigation
10095,1062370,4741.0,05H,NS,600.0,Not Sustained,Unsustained,0,333.0,17,7300.0,S JEFFERY BLVD,CHICAGO IL,2013-05-21 08:00:00,2013-05-21,2014-08-20,645.0,not-sustained
10096,1062481,4741.0,10Z,,600.0,No Affidavit,Unsustained,0,333.0,17,7200.0,S JEFFERY BLVD,CHICAGO IL,2013-05-26 08:50:00,2013-05-26,2013-09-12,1033.0,not-sustained
10098,1064203,4741.0,10Z,,600.0,No Affidavit,Unsustained,0,333.0,17,7100.0,S JEFFERY BLVD,CHICAGO IL 60649,2013-08-10 08:35:00,2013-08-12,2014-01-14,1053.0,not-sustained
10099,1067014,4741.0,10U,,600.0,No Affidavit,Unsustained,0,333.0,17,7130.0,S CYRIL AVE,CHICAGO IL,2014-01-14 11:20:00,2014-01-14,2014-03-05,1053.0,not-sustained
10101,1069752,4741.0,10T,SU,0.0,Sustained,Noted,0,333.0,17,7401.0,S PAXTON AVE,CHICAGO IL 60649,2014-06-12 10:00:00,2014-06-12,2015-02-05,685.0,sustained
10104,1048117,4746.0,03G,,600.0,No Affidavit,Unsustained,0,1412.0,17,2800.0,N KEDZIE AVE,CHICAGO IL,2011-08-30 00:00:00,2011-08-31,2011-12-02,1144.0,not-sustained
10105,1060203,4746.0,03B,,,Unknown,Unknown,?,1412.0,17,3200.0,W DIVERSEY AVE,CHICAGO IL 60647,2013-02-17 00:30:00,2013-02-17,2013-04-17,683.0,unknown
10106,1045513,4747.0,,,,Unknown,Unknown,?,726.0,17,6400.0,S WOOD ST,CHICAGO IL 60636,2011-05-17 22:30:00,2011-05-18,,657.0,open-investigation
10108,1048865,4748.0,05H,,,Unknown,Unknown,?,1212.0,17,1147.0,N WESTERN AVE,CHICAGO IL,2011-09-27 14:40:00,2011-09-27,2013-07-18,1402.0,unknown
10109,1048895,4749.0,03D,,600.0,No Affidavit,Unsustained,0,725.0,03,6854.0,S ASHLAND AVE,CHICAGO IL 60636,2011-09-12 21:42:00,2011-09-28,2011-11-01,143.0,not-sustained
10110,1053605,4749.0,10Z,SU,0.0,Sustained,Reprimand,0,712.0,17,6000.0,S PEORIA ST,CHICAGO IL 60621,2012-04-25 00:00:00,2012-04-26,2015-02-03,1198.0,disciplined
10112,1061772,4749.0,10Z,,,Unknown,Unknown,?,733.0,17,7046.0,S ABERDEEN ST,CHICAGO IL,2013-04-26 02:00:00,2013-04-26,2013-06-18,472.0,unknown
10113,1063873,4749.0,10D,NS,600.0,Not Sustained,Unsustained,0,734.0,17,7100.0,S LAFLIN ST,CHICAGO IL 60636,2013-07-27 22:00:00,2013-07-29,2013-10-30,472.0,not-sustained
10114,1071340,4749.0,03D,,600.0,No Affidavit,Unsustained,0,712.0,17,5735.0,S ABERDEEN ST,CHICAGO IL,2014-08-31 23:30:00,2014-09-03,2014-10-27,472.0,not-sustained
10115,1061519,4750.0,,,,Unknown,Unknown,?,2512.0,17,6960.0,W MEDILL AVE,CHICAGO IL 60707,2013-04-16 08:00:00,2013-04-16,,1317.0,open-investigation
10117,1047758,4751.0,05A,,,Unknown,Unknown,?,,17,7519.0,N PAULINA AVE,CHICAGO IL 60626,2011-08-16 14:15:00,2011-08-16,2014-03-17,1298.0,unknown
10118,1051959,4752.0,10U,,600.0,No Affidavit,Unsustained,0,411.0,03,7531.0,S STONY ISLAND AVE,CHICAGO IL 60649,2012-02-16 13:00:00,2012-02-17,2012-05-09,1138.0,not-sustained
10119,1067627,4752.0,03C,,600.0,No Affidavit,Unsustained,0,423.0,03,9034.0,S COMMERCIAL AVE,CHICAGO IL 60617,2014-02-18 13:00:00,2014-02-21,2014-05-12,930.0,not-sustained
10120,1046519,4753.0,05M,NS,600.0,Not Sustained,Unsustained,0,2013.0,17,5837.0,N MAGNOLIA AVE,CHICAGO IL 6060,2011-06-28 00:24:00,2011-06-28,2014-10-01,1456.0,not-sustained
10121,1054996,4753.0,05L,NS,600.0,Not Sustained,Unsustained,0,2011.0,05,5400.0,N LINCOLN AVE,CHICAGO IL 60625,2012-06-23 03:00:00,2012-06-23,2012-12-06,133.0,not-sustained
10122,1057577,4754.0,10Z,,600.0,No Affidavit,Unsustained,0,1533.0,17,5001.0,W QUINCY ST,CHICAGO IL,2012-09-13 09:45:00,2012-10-05,2012-12-10,861.0,not-sustained
10123,1044475,4755.0,10U,SU,100.0,Sustained,Reprimand,0,2212.0,17,10509.0,S WESTERN AVE,CHICAGO IL 60643,2011-04-02 02:17:00,2011-04-04,2013-11-21,231.0,disciplined
10124,1054894,4755.0,,,,Unknown,Unknown,?,412.0,17,8502.0,S SOUTH CHICAGO AVE,CHICAGO IL 60617,2011-08-20 00:00:00,2012-06-19,,1149.0,open-investigation
10125,1050308,4755.0,03B,,600.0,No Affidavit,Unsustained,0,433.0,17,13300.0,S BALTIMORE AVE,CHICAGO IL 60633,2011-11-28 12:30:00,2011-11-28,2012-03-02,1138.0,not-sustained
10126,1051244,4755.0,04E,NS,600.0,Not Sustained,Unsustained,0,424.0,17,9300.0,S BALTIMORE AVE,CHICAGO IL 60617,2012-01-12 00:00:00,2012-01-14,2012-07-25,1138.0,not-sustained
10127,1053036,4755.0,10Z,,600.0,No Affidavit,Unsustained,0,414.0,17,7940.0,S PAXTON AVE,CHICAGO IL 60617,2012-04-03 11:30:00,2012-04-03,2012-08-31,1351.0,not-sustained
10131,1057554,4758.0,10U,,600.0,No Affidavit,Unsustained,0,611.0,17,7900.0,S HOYNE AVE,CHICAGO IL,2012-10-04 18:30:00,2012-10-04,2013-02-01,852.0,not-sustained
10133,1054317,4759.0,05A,NS,600.0,Not Sustained,Unsustained,0,2531.0,17,1440.0,N CENTRAL AVE,CHICAGO IL 60651,2012-05-26 21:30:00,2012-05-27,2014-09-23,969.0,not-sustained
10134,1056049,4759.0,05A,NS,600.0,Not Sustained,Unsustained,0,1732.0,17,3201.0,N LAWNDALE AVE,CHICAGO IL,2012-07-21 23:30:00,2012-08-03,2013-12-31,1440.0,not-sustained
10135,1061701,4759.0,03B,,600.0,No Affidavit,Unsustained,0,2534.0,17,4200.0,W DIVISION ST,CHICAGO IL 60651,2013-04-23 19:00:00,2013-04-24,2013-09-09,1194.0,not-sustained
10136,1072891,4759.0,03B,,600.0,No Affidavit,Unsustained,0,2525.0,17,2226.0,N KEYSTONE AVE,CHICAGO IL 60639,2014-12-02 20:52:00,2014-12-09,2015-02-11,1194.0,not-sustained
10137,1055982,4760.0,05A,,600.0,No Affidavit,Unsustained,0,431.0,17,9644.0,S EXCHANGE AVE,CHICAGO IL 60617,2011-06-26 05:00:00,2012-08-02,2012-10-12,798.0,not-sustained
10138,1069039,4760.0,03B,,600.0,No Affidavit,Unsustained,0,434.0,04,2255.0,E 103RD ST,CHICAGO IL 60617,2014-05-02 18:00:00,2014-05-08,2014-07-23,1223.0,not-sustained
10139,1045209,4761.0,05M,NS,600.0,Not Sustained,Unsustained,0,423.0,17,9100.0,S ANTHONY AVE,CHICAGO IL 60617,2011-03-28 00:00:00,2011-05-06,2014-08-20,760.0,not-sustained
10141,1066658,4762.0,05P,UN,600.0,Unfounded,Unsustained,0,621.0,14,7836.0,S UNION AVE,CHICAGO IL,2013-12-18 13:30:00,2013-12-18,2014-08-19,1213.0,not-sustained
10142,1058618,4764.0,03G,,600.0,No Affidavit,Unsustained,0,1021.0,17,1439.0,S ST LOUIS AVE,CHICAGO IL 60625,2012-11-25 15:45:00,2012-11-25,2013-03-27,912.0,not-sustained
10143,1044947,4765.0,10U,,600.0,No Affidavit,Unsustained,0,613.0,14,8131.0,S MAY ST,CHICAGO IL,2011-03-30 17:00:00,2011-04-25,2011-06-01,1105.0,not-sustained
10144,1049029,4766.0,04B,,600.0,No Affidavit,Unsustained,0,1312.0,17,2101.0,W DIVISION ST,CHICAGO IL 60622,2011-10-02 00:00:00,2011-10-04,2012-02-14,625.0,not-sustained
10145,1066843,4766.0,05B,UN,600.0,Unfounded,Unsustained,0,1412.0,17,2737.0,N SPAULDING AVE,CHICAGO IL 60647,2013-12-11 19:55:00,2014-01-02,2014-10-23,1440.0,not-sustained
10146,1052213,4767.0,10U,,600.0,No Affidavit,Unsustained,0,222.0,17,5020.0,S EAST END AVE,CHICAGO IL,2012-02-28 00:36:00,2012-02-29,2012-05-09,53.0,not-sustained
10148,1065477,4768.0,01B,NS,600.0,Not Sustained,Unsustained,0,733.0,17,6900.0,S HALSTED ST,CHICAGO IL,2013-10-07 21:50:00,2013-10-11,2014-04-22,1456.0,not-sustained
10149,1072926,4768.0,,,,Unknown,Unknown,?,834.0,17,7728.0,S KILPATRICK AVE,CHICAGO IL 60652,2014-12-11 05:13:00,2014-12-11,,1414.0,open-investigation
10150,1062946,4770.0,10Z,,600.0,No Affidavit,Unsustained,0,913.0,17,3100.0,S HALSTED ST,CHICAGO IL,2013-06-13 12:00:00,2013-06-18,2013-09-24,1406.0,not-sustained
10151,1047308,4771.0,05H,NS,600.0,Not Sustained,Unsustained,0,631.0,17,8100.0,S COTTAGE GROVE AVE,CHICAGO IL,2011-07-22 21:30:00,2011-07-29,2011-12-14,1402.0,not-sustained
10152,1058047,4771.0,10U,,600.0,No Affidavit,Unsustained,0,631.0,17,8047.0,S RHODES AVE,CHICAGO IL,2012-10-26 17:00:00,2012-10-26,2013-01-07,1197.0,not-sustained
10154,1056161,4772.0,,,,Unknown,Unknown,?,834.0,17,8441.0,S KENNETH AVE,CHICAGO IL 60652,2012-08-07 00:00:00,2012-08-08,,899.0,open-investigation
10155,1067595,4773.0,05A,NS,600.0,Not Sustained,Unsustained,0,624.0,17,7500.0,S COTTAGE GROVE AVE,CHICAGO IL 60619,2014-02-18 18:00:00,2014-02-19,2014-09-23,1021.0,not-sustained
10156,1048134,4774.0,03G,UN,600.0,Unfounded,Unsustained,0,511.0,17,9633.0,S COTTAGE GROVE AVE,CHICAGO IL,2011-08-23 13:00:00,2011-08-31,2014-10-01,645.0,not-sustained
10157,1048653,4774.0,03G,,600.0,No Affidavit,Unsustained,0,531.0,17,123.0,E 111TH ST,CHICAGO IL,2011-09-09 10:30:00,2011-09-19,2011-12-13,1416.0,not-sustained
10158,1051720,4774.0,10U,,600.0,No Affidavit,Unsustained,0,531.0,17,11125.0,S MICHIGAN AVE,CHICAGO IL 60628,2012-02-06 00:00:00,2012-02-06,2012-05-09,1342.0,not-sustained
10159,1066783,4774.0,10U,NS,600.0,Not Sustained,Unsustained,0,522.0,17,11200.0,S WENTWORTH AVE,CHICAGO IL 60628,2013-12-28 14:26:00,2013-12-28,2014-04-30,1284.0,not-sustained
10160,1067521,4774.0,,,,Unknown,Unknown,?,513.0,17,300.0,E 111TH ST,CHICAGO IL 60628,2014-02-14 09:30:00,2014-02-14,,1402.0,open-investigation
10161,1048514,4775.0,10U,,600.0,No Affidavit,Unsustained,0,1121.0,17,900.0,N ST LOUIS AVE,CHICAGO IL 60651,2011-09-13 21:00:00,2011-09-14,2012-01-06,669.0,not-sustained
10162,1061037,4775.0,10U,,600.0,No Affidavit,Unsustained,0,1121.0,17,620.0,N TRUMBULL AVE,CHICAGO IL 60624,2013-03-10 18:00:00,2013-03-29,2013-07-09,704.0,not-sustained
10164,1063634,4776.0,03D,UN,600.0,Unfounded,Unsustained,0,225.0,17,5104.0,S WABASH AVE,CHICAGO IL 60615,2013-05-22 16:00:00,2013-07-17,2013-12-12,143.0,not-sustained
10165,1072537,4776.0,03D,,600.0,No Affidavit,Unsustained,0,212.0,17,3500.0,S PRAIRIE AVE,CHICAGO IL 60653,2013-08-15 14:00:00,2014-11-13,2015-01-26,633.0,not-sustained
10168,1072050,4777.0,05Q,,600.0,No Affidavit,Unsustained,0,1831.0,17,545.0,W CHICAGO AVE,CHICAGO IL 60654,2014-08-25 17:10:00,2014-10-16,2015-01-08,899.0,not-sustained
10169,1063982,4778.0,10U,,,Unknown,Unknown,?,423.0,17,8426.0,S EXCHANGE AVE,CHICAGO IL,2013-08-02 13:19:00,2013-08-02,2013-11-08,3.0,unknown
10170,1070887,4778.0,03G,,600.0,No Affidavit,Unsustained,0,332.0,17,7000.0,S BENNETT AVE,CHICAGO IL,2014-08-09 17:50:00,2014-08-09,2014-11-04,71.0,not-sustained
10173,1044990,4779.0,10U,,600.0,No Affidavit,Unsustained,0,411.0,03,7531.0,S STONY ISLAND AVE,CHICAGO IL 60649,2011-04-26 12:00:00,2011-04-27,2011-07-25,482.0,not-sustained
10174,1052165,4781.0,05A,NS,600.0,Not Sustained,Unsustained,0,1821.0,17,1300.0,N CLYBOURN AVE,CHICAGO IL,2012-02-26 03:00:00,2012-02-28,2014-04-22,24.0,not-sustained
10175,1059419,4782.0,05B,NS,600.0,Not Sustained,Unsustained,0,1832.0,17,800.0,N STATE ST,CHICAGO IL,2013-01-08 20:00:00,2013-01-09,2013-12-09,133.0,not-sustained
10176,1062162,4782.0,10U,,600.0,No Affidavit,Unsustained,0,2413.0,01,2400.0,W ROSEMONT AVE,CHICAGO IL 60659,2013-05-11 00:00:00,2013-05-13,2013-07-08,992.0,not-sustained
10179,1072986,4784.0,,,,Unknown,Unknown,?,1134.0,04,3340.0,W FILLMORE ST,CHICAGO IL,2014-12-16 13:15:00,2014-12-16,,1054.0,open-investigation
10181,1045127,4785.0,05A,NS,600.0,Not Sustained,Unsustained,0,1011.0,17,1304.0,S SPRINGFIELD AVE,CHICAGO IL,2011-05-02 22:30:00,2011-05-03,2013-07-31,1472.0,not-sustained
10183,1061177,4785.0,05A,NS,600.0,Not Sustained,Unsustained,0,1011.0,17,1316.0,S INDEPENDENCE BLVD,CHICAGO IL,2013-03-31 14:00:00,2013-04-04,2014-04-24,1481.0,not-sustained
10184,1066701,4785.0,10U,,600.0,No Affidavit,Unsustained,0,1021.0,03,3353.0,W 13TH ST,CHICAGO IL,2013-12-20 15:06:00,2013-12-20,2014-03-06,197.0,not-sustained
10185,1064292,4812.0,10U,,600.0,No Affidavit,Unsustained,0,723.0,17,6425.0,S LOWE AVE,CHICAGO IL,2013-08-10 00:55:00,2013-08-16,2013-10-23,320.0,not-sustained
10186,1049130,4786.0,10U,,600.0,No Affidavit,Unsustained,0,1213.0,04,100.0,S RACINE AVE,CHICAGO IL 60607,2011-10-06 18:45:00,2011-10-07,2012-01-06,1238.0,not-sustained
10187,1051392,4787.0,10Z,NS,600.0,Not Sustained,Unsustained,0,131.0,08,1718.0,S STATE ST,CHICAGO IL 60616,2012-01-22 13:50:00,2012-01-22,2013-07-19,316.0,not-sustained
10191,1044252,4790.0,03B,,600.0,No Affidavit,Unsustained,0,1531.0,17,5000.0,W SUPERIOR ST,CHICAGO IL,2011-03-25 16:30:00,2011-03-25,2011-07-26,636.0,not-sustained
10192,1048679,4790.0,03G,,600.0,No Affidavit,Unsustained,0,1522.0,17,5301.0,W MADISON ST,CHICAGO IL,2011-09-20 16:15:00,2011-09-20,2012-02-02,289.0,not-sustained
10194,1072287,4790.0,05A,UN,600.0,Unfounded,Unsustained,0,1131.0,17,4718.0,W GLADYS AVE,CHICAGO IL,2014-10-23 21:01:00,2014-10-29,2015-02-09,1298.0,not-sustained
10195,1058930,4791.0,10J,SU,100.0,Not Sustained,Unsustained,0,323.0,17,524.0,E 75TH ST,CHICAGO IL,2012-12-09 00:00:00,2012-12-09,2013-08-13,1131.0,not-sustained
10196,1068102,4791.0,05B,,600.0,No Affidavit,Unsustained,0,334.0,17,7229.0,S PHILLIPS AVE,CHICAGO IL,2013-07-24 01:30:00,2014-03-20,2014-06-17,208.0,not-sustained
10197,1066799,4791.0,10U,,600.0,No Affidavit,Unsustained,0,334.0,17,7323.0,S PHILLIPS AVE,CHICAGO IL 60649,2013-12-29 04:00:00,2013-12-29,2014-02-20,906.0,not-sustained
10198,1067993,4792.0,10J,NS,600.0,Not Sustained,Unsustained,0,1231.0,08,1300.0,W JACKSON BLVD,CHICAGO IL,2013-05-31 09:00:00,2014-03-14,2014-08-05,419.0,not-sustained
10201,1048837,4793.0,03G,,600.0,No Affidavit,Unsustained,0,1533.0,17,220.0,S LEAMINGTON AVE,CHICAGO IL,2011-09-26 18:45:00,2011-09-26,2012-01-06,354.0,not-sustained
10202,1051730,4793.0,03G,,600.0,No Affidavit,Unsustained,0,1111.0,17,800.0,N KARLOV AVE,CHICAGO IL 60651,2012-02-06 16:55:00,2012-02-06,2012-05-09,289.0,not-sustained
10203,1051748,4793.0,03G,,600.0,No Affidavit,Unsustained,0,1524.0,17,816.0,N LATROBE AVE,CHICAGO IL 60651,2012-02-06 16:45:00,2012-02-07,2012-05-09,14.0,not-sustained
